vm,timestamp,service,message,requestId
MSVirtualMachine-1,,mystack_user-auth-service,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_user-auth-service,
MSVirtualMachine-1,2025-11-07T01:26:19.830977000Z,mystack_user-auth-service,[Java Service] Usuário encontrado por UUID: admin (a3b8d4f6-7e1c-4b9a-9d0f-2c5e1a8b7c6d),
MSVirtualMachine-1,,mystack_get-data,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_get-data,
MSVirtualMachine-1,2025-11-07T01:26:19.904471996Z,mystack_get-data,[Service 1 - Rota /process-java-payload] Payload do serviço Java recebido.,
MSVirtualMachine-1,2025-11-07T01:26:19.904519597Z,mystack_get-data,[Service 1] Payload adaptado. Enviando para o serviço de otimização...,
MSVirtualMachine-1,2025-11-07T01:26:19.978942013Z,mystack_get-data,[Service 1] Dados do Java enviados com sucesso para o serviço 2.,
MSVirtualMachine-1,,mystack_optimize-data,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_optimize-data,
MSVirtualMachine-1,2025-11-07T01:26:19.937077904Z,mystack_optimize-data,[Service 2] Dados de 'IMG_6160.jpeg' recebidos da fonte 'java-microservice'. Padronizando...,
MSVirtualMachine-1,2025-11-07T01:26:19.937448312Z,mystack_optimize-data,[Service 2] Padronização completa. Enviando documento final para o serviço de upload...,
MSVirtualMachine-1,2025-11-07T01:26:19.973440393Z,mystack_optimize-data,[Service 2] Documento enviado com sucesso para o serviço 3.,
MSVirtualMachine-1,,mystack_optimize-data,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_optimize-data,
MSVirtualMachine-1,2025-11-07T01:26:19.937077904Z,mystack_optimize-data,[Service 2] Dados de 'IMG_6160.jpeg' recebidos da fonte 'java-microservice'. Padronizando...,
MSVirtualMachine-1,2025-11-07T01:26:19.937448312Z,mystack_optimize-data,[Service 2] Padronização completa. Enviando documento final para o serviço de upload...,
MSVirtualMachine-1,2025-11-07T01:26:19.973440393Z,mystack_optimize-data,[Service 2] Documento enviado com sucesso para o serviço 3.,
MSVirtualMachine-1,,mystack_upload-data,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_upload-data,
MSVirtualMachine-1,2025-11-07T01:26:19.963211171Z,mystack_upload-data,[Service 3] Recebendo metadados de 'undefined' para salvar.,
MSVirtualMachine-1,2025-11-07T01:26:19.967067155Z,mystack_upload-data,[Service 3] Metadados salvos com sucesso. ID: 690d4abb27bd7a86679704d8,
MSVirtualMachine-1,,mystack_mongo,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_mongo,
MSVirtualMachine-2,2025-11-07T01:23:33.420422759Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:23:33.420+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478613,""ts_usec"":419993,""thread"":""1:0x77d06504d6c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 22, snapshot max: 22 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3563""}}}",
MSVirtualMachine-2,2025-11-07T01:24:33.437162522Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:24:33.436+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478673,""ts_usec"":436941,""thread"":""1:0x77d06504d6c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 23, snapshot max: 23 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3563""}}}",
MSVirtualMachine-2,2025-11-07T01:25:33.454088660Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:25:33.453+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478733,""ts_usec"":453866,""thread"":""1:0x77d06504d6c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 24, snapshot max: 24 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3563""}}}",
MSVirtualMachine-2,2025-11-07T01:26:33.472767631Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:26:33.472+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478793,""ts_usec"":472509,""thread"":""1:0x77d06504d6c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 27, snapshot max: 27 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3563""}}}",
MSVirtualMachine-2,2025-11-07T01:27:33.498508878Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:27:33.498+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478853,""ts_usec"":498298,""thread"":""1:0x77d06504d6c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 28, snapshot max: 28 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3563""}}}",
MSVirtualMachine-1,2025-11-07T01:23:33.176671753Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:23:33.176+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478613,""ts_usec"":176378,""thread"":""1:0x772f192476c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 21, snapshot max: 21 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7796""}}}",
MSVirtualMachine-1,2025-11-07T01:24:33.212454199Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:24:33.212+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478673,""ts_usec"":212117,""thread"":""1:0x772f192476c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 22, snapshot max: 22 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7796""}}}",
MSVirtualMachine-1,2025-11-07T01:25:33.256024160Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:25:33.255+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478733,""ts_usec"":255742,""thread"":""1:0x772f192476c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 23, snapshot max: 23 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7796""}}}",
MSVirtualMachine-1,2025-11-07T01:26:33.281284464Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:26:33.281+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478793,""ts_usec"":280985,""thread"":""1:0x772f192476c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 24, snapshot max: 24 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7796""}}}",
MSVirtualMachine-1,2025-11-07T01:27:33.313687261Z,mystack_mongo,"{""t"":{""$date"":""2025-11-07T01:27:33.313+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1762478853,""ts_usec"":313406,""thread"":""1:0x772f192476c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 25, snapshot max: 25 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7796""}}}",
