vm,timestamp,service,message,requestId
MSVirtualMachine-1,2025-10-30T00:21:42.977737540Z,mystack_upload-data,[Service 3] Metadados salvos com sucesso. ID: 6902af96542f6749127d81b6,
MSVirtualMachine-1,,mystack_mongo,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_mongo,
MSVirtualMachine-2,2025-10-30T00:19:17.768627913Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:19:17.768+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783557,""ts_usec"":768434,""thread"":""1:0x7796724376c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 52, snapshot max: 52 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3078""}}}",
MSVirtualMachine-2,2025-10-30T00:20:17.783703253Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:20:17.783+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783617,""ts_usec"":783501,""thread"":""1:0x7796724376c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 53, snapshot max: 53 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3078""}}}",
MSVirtualMachine-1,2025-10-30T00:19:18.740724038Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:19:18.740+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783558,""ts_usec"":740460,""thread"":""1:0x7a1bbb2926c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 48, snapshot max: 48 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7311""}}}",
MSVirtualMachine-1,2025-10-30T00:20:18.777056884Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:20:18.776+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783618,""ts_usec"":776708,""thread"":""1:0x7a1bbb2926c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 49, snapshot max: 49 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7311""}}}",
MSVirtualMachine-1,2025-10-30T00:21:18.796920820Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:21:18.796+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783678,""ts_usec"":796629,""thread"":""1:0x7a1bbb2926c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 50, snapshot max: 50 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7311""}}}",
MSVirtualMachine-1,2025-10-30T00:22:18.824892252Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:22:18.824+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783738,""ts_usec"":824582,""thread"":""1:0x7a1bbb2926c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 51, snapshot max: 51 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7311""}}}",
MSVirtualMachine-1,2025-10-30T00:23:18.852547515Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:23:18.852+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783798,""ts_usec"":852263,""thread"":""1:0x7a1bbb2926c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 52, snapshot max: 52 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7311""}}}",
MSVirtualMachine-2,2025-10-30T00:21:17.804511566Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:21:17.804+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783677,""ts_usec"":804306,""thread"":""1:0x7796724376c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 54, snapshot max: 54 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3078""}}}",
MSVirtualMachine-2,2025-10-30T00:21:42.964768345Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:21:42.964+00:00""},""s"":""I"",  ""c"":""NETWORK"",  ""id"":22943,   ""ctx"":""listener"",""msg"":""Connection accepted"",""attr"":{""remote"":""10.0.1.20:45222"",""isLoadBalanced"":false,""uuid"":{""uuid"":{""$uuid"":""90972a8a-998d-409d-b71e-77369adf80ed""}},""connectionId"":4,""connectionCount"":4}}",
MSVirtualMachine-2,2025-10-30T00:21:42.966255504Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:21:42.966+00:00""},""s"":""I"",  ""c"":""NETWORK"",  ""id"":51800,   ""ctx"":""conn4"",""msg"":""client metadata"",""attr"":{""remote"":""10.0.1.20:45222"",""client"":""conn4"",""negotiatedCompressors"":[],""doc"":{""driver"":{""name"":""nodejs"",""version"":""6.17.0""},""platform"":""Node.js v18.20.8, LE"",""os"":{""name"":""linux"",""architecture"":""x64"",""version"":""6.11.0-1018-azure"",""type"":""Linux""},""env"":{""container"":{""runtime"":""docker""}}}}}",
MSVirtualMachine-2,2025-10-30T00:21:42.966274894Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:21:42.966+00:00""},""s"":""I"",  ""c"":""ACCESS"",   ""id"":10483900,""ctx"":""conn4"",""msg"":""Connection not authenticating"",""attr"":{""client"":""10.0.1.20:45222"",""doc"":{""driver"":{""name"":""nodejs"",""version"":""6.17.0""},""platform"":""Node.js v18.20.8, LE"",""os"":{""name"":""linux"",""architecture"":""x64"",""version"":""6.11.0-1018-azure"",""type"":""Linux""},""env"":{""container"":{""runtime"":""docker""}}}}}",
MSVirtualMachine-2,2025-10-30T00:21:42.974470758Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:21:42.974+00:00""},""s"":""I"",  ""c"":""NETWORK"",  ""id"":6788700, ""ctx"":""conn4"",""msg"":""Received first command on ingress connection since session start or auth handshake"",""attr"":{""elapsedMillis"":8}}",
MSVirtualMachine-2,2025-10-30T00:22:17.821579251Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:22:17.821+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783737,""ts_usec"":821369,""thread"":""1:0x7796724376c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 57, snapshot max: 57 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3078""}}}",
MSVirtualMachine-2,2025-10-30T00:23:17.842635257Z,mystack_mongo,"{""t"":{""$date"":""2025-10-30T00:23:17.842+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761783797,""ts_usec"":842417,""thread"":""1:0x7796724376c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 58, snapshot max: 58 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3078""}}}",
MSVirtualMachine-1,,,regeshengen@MSVirtualMachine-1:~$,
