vm,timestamp,service,message,requestId
MSVirtualMachine-1,2025-10-31T00:21:10.665546188Z,mystack_upload-data,[Service 3] Metadados salvos com sucesso. ID: 690400f6f0cea4af2e764076,
MSVirtualMachine-1,,mystack_mongo,regeshengen@MSVirtualMachine-1:~$ sudo docker service logs --since 5m --timestamps mystack_mongo,
MSVirtualMachine-1,2025-10-31T00:18:45.118347814Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:18:45.118+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761869925,""ts_usec"":118041,""thread"":""1:0x78b8bd4f46c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 51, snapshot max: 51 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7585""}}}",
MSVirtualMachine-2,2025-10-31T00:18:46.201085624Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:18:46.200+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761869926,""ts_usec"":200797,""thread"":""1:0x7b25343d56c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 43, snapshot max: 43 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3349""}}}",
MSVirtualMachine-1,2025-10-31T00:19:45.145161465Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:19:45.144+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761869985,""ts_usec"":144865,""thread"":""1:0x78b8bd4f46c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 52, snapshot max: 52 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7585""}}}",
MSVirtualMachine-1,2025-10-31T00:20:45.178765489Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:20:45.178+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761870045,""ts_usec"":178258,""thread"":""1:0x78b8bd4f46c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 53, snapshot max: 53 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7585""}}}",
MSVirtualMachine-1,2025-10-31T00:21:45.211886140Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:21:45.211+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761870105,""ts_usec"":211543,""thread"":""1:0x78b8bd4f46c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 57, snapshot max: 57 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7585""}}}",
MSVirtualMachine-1,2025-10-31T00:22:45.267557754Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:22:45.267+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761870165,""ts_usec"":267206,""thread"":""1:0x78b8bd4f46c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 58, snapshot max: 58 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7585""}}}",
MSVirtualMachine-2,2025-10-31T00:19:46.221607123Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:19:46.221+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761869986,""ts_usec"":221301,""thread"":""1:0x7b25343d56c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 44, snapshot max: 44 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3349""}}}",
MSVirtualMachine-2,2025-10-31T00:20:46.241691116Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:20:46.241+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761870046,""ts_usec"":241363,""thread"":""1:0x7b25343d56c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 45, snapshot max: 45 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3349""}}}",
MSVirtualMachine-2,2025-10-31T00:21:46.265306771Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:21:46.265+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761870106,""ts_usec"":265006,""thread"":""1:0x7b25343d56c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 46, snapshot max: 46 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3349""}}}",
MSVirtualMachine-2,2025-10-31T00:22:46.289733035Z,mystack_mongo,"{""t"":{""$date"":""2025-10-31T00:22:46.289+00:00""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1761870166,""ts_usec"":289422,""thread"":""1:0x7b25343d56c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""log_id"":1000000,""category_id"":7,""verbose_level"":""INFO"",""verbose_level_id"":0,""msg"":""saving checkpoint snapshot min: 47, snapshot max: 47 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 3349""}}}",
